state,name,address,phone,mobile,email,website,contact_person,purpose
maharashtra,Adarsh Foundation,"Bazme Furkan Madarsa, 68, Bermacell Railway Line, Umarwadi Road, Kurla Mumbai Maharashtra 400070",,99876 48294,sujatasawant77@gmail.com,,,
maharashtra,Helping Hand Charitable Trust,"A/303, Charkop Deep Chs, 14 Sector, 8, Charkop Kandiwali Mumbai Maharashtra 400067",,98209 76483,hhct11@gmail.com,,,
maharashtra,Janjagruti Vidyarthi Sangh,New Chikuwadi Mumbai Maharashtra 400043,,"89764 31045, 96196 77203",janjagrutivs@gmail.com,www.janjagrutimumbai.org,,
maharashtra,Jansevamission,"13/D/406, Sangharsh Nagar, Chandivali andheri Mumbai Maharashtra 400072",,99870 95260,rkministry73@gmail.com,,,
maharashtra,Childrens Education Society,"B-Ward, Opp. Mseb Office, Near By Dr. Ambedkar Hall. Matumga Labour Camp Mumbai Maharashtra 400019",022-24078617,86918 05892,info@childrensedu.org,,,
maharashtra,Paa Foundation,"503, Ragini ‘A’ Wing, Vasant Utsav Co-Op. Hsg. Soc. Mumbai Maharashtra 400101",08080-042-005,,connect@paafoundation.in,,,
maharashtra,Sunder Seva Sanstha,"20, Papa Estate, Ausa, Suren Road, Andheri Mumbai Maharashtra 400062",,90290 47172,tariq571982@gmail.com,,Vinod Kumar,
maharashtra,Shri Sai Education & Medical Research Center,"Hanimnal, Gadhinglaj Kolhapur Maharashtra 416502",0232-7222833,73506 65111,creative9145@gmail.com,,Shivkant Yashwant,
maharashtra,Abhilasha Foundation,"Divya Vaishnavi Chs, 22, 1, Rsc 1 & 2, Opp. Reliance Energy, Borivali, Gorai-3 Mumbai Maharashtra 400091",,98678 27286,,,,
maharashtra,Jijamata Bahuuddeshiy Mahila Mandal Sawri,"Sawri, Nilanga Latur Maharashtra 413522",,97665 71700,jbmmsawri3333@yahoo.co.in,,Ravi,"Agriculture, Animal"
maharashtra,Annamrita – Iskcon Food Relief Foundation,"19, Jaywant Industrial Estate, 63, Tardeo Road Mumbai Maharashtra 400034",022-23531530,,pratima@annamrita.org,,,
maharashtra,Mata Ahilyadevi Holkar Bahuuddeshiya Sanstha,"Harekrishna Niwas, Ramnagar, Osmanabad Latur Maharashtra 413501",02472-224108,96894 20408,manishwaghmare36@gmail.com,,,
maharashtra,Jagat Jyoti Gramin Bahu Uddeshiy Shaikshnik V Sevabhavi Sanstha,"Nalegaon, Chakur Latur Maharashtra 413524",0238-1256555,99234 93555,jagatjyoti4ngo@gmail.com,,Adv.Manoj Birajdar Purpose,
maharashtra,Sparsh Foundation,"399-A, Opp. Soldier Group, Last Bus Stop, Prince Rajaram Colony, Laxtirth, Fulewadi Kolhapur Maharashtra 416010",,96372 06313,,,,
maharashtra,Sawitri Foundation,"Shirur Tajband, Ahemadpur Latur Maharashtra 433512",,"90490 71503, 94218 60785",sawitrifoundation2010@rediffmail.com,,,
maharashtra,Yashaswini Child and Women Development Organization,"Insdumati Nivas, Azad Road, Gadhinglaj Kolhapur Maharashtra 416502",02337-225226,94200 07645,yashaswinikolhapur@gmail.com,,,
maharashtra,Aanandi Public Development Society,"45, Police Vasahat, Vivekanand Chowk, Nanded Road Latur Maharashtra 413512",,94043 67533,dhadevai@rediffmail.com,,,
maharashtra,Jain Tirthyatri Seva Trust,"8/816, Shantinagar, Thorat Chowk, Ichalkaranji Kolhapur Maharashtra 416115",02302-437900,98230 26757,jaintirthyatri@gmail.com,,,
maharashtra,Atrivarad Pratishthan,"Gurulila, Pochamma Galli Latur Maharashtra 413512",,99234 56728,ap.latur@hotmail.com,,"Pravin Shivangikar, President",
maharashtra,Aman Nagari Vikas Sanstha,"Kanwad, Shirol Kolhapur Maharashtra 416103",,"91308 02255, 82081 40454",amannagaringo@gmail.com,,Akbar Sanadi,
maharashtra,Human Lifeline Charitable Trust,"Near Police Line, Muktainagar Jalgaon Maharashtra 425306",,80554 49533,hlctrust13@gmail.com,,Purpose : Social Work.,Social Work.
maharashtra,Shri Sant Bhagwan Baba Shikshan Sanstha,"Gondegaon, Jalna Jalna Maharashtra 431213",,94217 52525,ssbbssg@gmail.com,,Dnyaneshwar Arjun Wagh,"Agriculture,"
maharashtra,Rajarshi Shahu Maharaj Sarwajanik Seva Sanstha,"Nandgaon, Amalner Jalgaon Maharashtra 425407",,99211 02277,rajarshisanstha@gmail.com,,Shashikant Raghunath Patil Purpose,
maharashtra,Sujata Maghaawargiya Mahila Mandal,"Barad Vibhag Navi Vasti, Jafrabad Jalna Maharashtra 431206",,90968 83042,ncsmsujata@gmail.com,,Rushikesh Hiwale,
maharashtra,Shri Sarvadnya Foundation,"Near Bus Stop, Salshingi, Bodawd Jalgaon Maharashtra 425310",0258-2272225,91587 82233,shrichacom@gmail.com,,Sumit Kailas,
maharashtra,Alfa & Omega Bahuuddeshiya Sevabhavi Sanstha,"Ramnagar Colony, Near Azad Maidan, Jalna Jalna Maharashtra 431203",,90110 08475,deepaknirmal79@gmail.com,,,
maharashtra,Udaykal Foundation,"110/1, Seetai Building, Balajipura, Amalner Jalgaon Maharashtra 425401",,90962 10669,udaykalfoundation@gmail.com,,Mayur,
maharashtra,Sidhivinayak Social Foundation,"Nigave Dumala, Karveer Kolhapur Maharashtra 416229",,"99236 74005, 91685 99292",patilsr.sagar@gmail.com,,,
maharashtra,Jagruti Gramin Bahuddeshiya Vikas Sanstha Gargoti,"Gargoti, Sudarshan Nagar, Bhudargad Kolhapur Maharashtra 416209",,94038 36430,jagrutigargoti@gmail.com,,Rushiraj Yuvraj,
maharashtra,Nirmal Chaitanya Foundation,"Pratapgarh, Abhiyanta Nagar, Neargovt. Dairy, Dhule Road Jalgaon Maharashtra 424101",,"95610 28300, 75075 88224, 96043 95333",dhirendrast@gmail.com,,,
maharashtra,"Kolhapur Zilla Gramodyog Vikas Sanstha, Kolhapur","Giroli, Wadiratnagiri, Panhala Kolhapur Maharashtra 416229",0231-6535111,91583 77702,kzgvsk.maharashtra@gmail.com,,Mohan,
maharashtra,Aatma Prabha Foundation,"Shanti Nagar, Tapi Road, Bhusawal Jalgaon Maharashtra 425201",,70202 43472,balpan.bsl@gmail.com,,Sandeep Patil,
maharashtra,Santoshkumar Patil Bahuuddeshiy Gramin Vikas Sanstha Dele,"Dele, Vesarde, Bhudargad Kolhapur Maharashtra 416210",02324-245004,86050 66767,santoshgramin@gmail.com,,Santosh Krishna,
maharashtra,Jivan Vikas Bahuddeshiy Sanstha,"Chalisgoan, Jalgoan Jalgoan Maharashtra 422204",02558-227303,96236 28095,chaudharihemant48@gmail.com,,,
maharashtra,Tapasyasiddhi Kala Academy,"B-9, Rannaware Complex, 2nd Lane, Rajarampuri Kolhapur Maharashtra 416008",0231-2522724,90114 45324,sanyogeetastapasyasiddhi@gmail.com,,,
maharashtra,Madan Bahuuddeshiya Sevabhavi Sanstha,"Kelighavan, Badanapur Jalna Maharashtra 431202",02482-268279,97640 11680,mbssjalna@gmail.com,,Laxman Madan,
maharashtra,Maharashtra Advance Training Center,"866, C Akshari Apartment, Near Uma Talkies, Subhash Road, Kolhapur Kolhapur Maharashtra 416002",0231-2697314,"75885 77314, 75885 77315",,,,
maharashtra,Navratna Shaikshanik Samajik Krida Sanstha,"Near Citylink Wshing, Mammadevi, Railway Station Road Jalna Maharashtra 431203",,94227 24975,navratnajalna@gmail.com,,,
maharashtra,Vidarbha Infotech Multipurpose Social Society,"Shri Nagar Ward, In Front of Manavata Pry School Gondia Maharashtra 441601",07182-232614,70832 44950,himanshu.coocku@gmail.com,,,
maharashtra,Anugrah Multipurpose Education Society(Ngo),"Tigaon, Amgaon Gondia Maharashtra 441902",,94050 58488,anugrah.ngo105@gmail.com,,"K.G.Turkar, Secretory",Rural
maharashtra,Yuva Shakti Pratisthan,"17, Shri Jaganan Colony, Deopur, Dhule Dhule Maharashtra 424005",,84829 93517,yuvashakti2014@rediffmail.com,,Krishna,
maharashtra,"Human Research, Devlopment & Multipurpose Educational Society","Angur Bagicha Road, Gajanan Coloni Gondia Maharashtra 441614",,,bhalerao.anmol@yahoo.com,,Anmol Atmaram Bhalerao,
maharashtra,Maitrey Bahuudheshiy Sevabhavi Sanstha,"Dr. Ambedkar Nagar, Nakane Road, Deopur Dhule Maharashtra 424002",,96898 36385,baba.sanju7@gmail.com,,Purpose : Social,Social
maharashtra,Adarsh Bahuddeshiya Sanstha,Dasgon Gondia Maharashtra 441614,,94040 38005,yvaikunthi@gmail.com,,Yogesh S Baikunthi,Social Work.
maharashtra,Saheli Mahila Vikas Sanstha,"jakhane, Shindkheda dhule Maharashtra 425407",,94239 69005,sahelisanstha@gmail.com,,shailaja shashikant patil,
maharashtra,Gondwana Bahuddeshya Gramin Vikas Shikshan Sansatha,"Gadegaon, Nailaj, Deori Gondia Maharashtra 441901",,95452 32450,gondwanagadegaon@gmail.com,,Bhaudip Shahare,
maharashtra,Mata Aadishakti Samajik Prtisthan,Kuruswade Dhule Maharashtra 424304,,"94222 64504, 80078 00936",aadishaktingo555@gmail.com,,,
maharashtra,Ashaprakash Multipurpose Foundation,Avhane Jalgaon Maharashtra 425002,,95270 03801,diip12@yahoo.co.in,,Dipak Patil,"Agriculture, Awareness"
maharashtra,Gram Arogya Ghati,"Ghati, Kurakheda Gadaciroli Maharashtra 441217",,"91120 74733, 96041 55978",gramarogya@rediffmail.com,,Rupchand Dakhane,
maharashtra,Khandesh Krishi V Gramin Bahuuddeshiy Sanstha,"Hated Bk, Chopda Jalgaon Maharashtra 425107",02586-248348,97308 43589,prashantsonawane5063@gmail.com,,Prashant Sonawane,
maharashtra,Adivasi Janjagruti Bahuuddeshiya Shikshan Sanstha,"Kurud, Desaiganj, Gadchiroli Gadchiroli Maharashtra 441207",,94234 95384,adivasigadchiroli@gmail.com,,Yashwant Budhaji,
maharashtra,Arogya Prabodhini,"Kasturba Ward, Desaiganj Gadchiroli Maharashtra 441207",0713-7272470,94228 34737,suryaprakash_arogya@rediffmail.com,,,
maharashtra,Sarwangin Manila Bahuddeshiy Gramin Vikas Sanstha,"Kanhalgaon, Mahalgaon Kalu, Chimur Chandrapur Maharashtra 442903",,"97651 04261, 77210 34126",vijendragharat81@gmail.com,,,
maharashtra,Shiv Chatr Yuva Bahuuddeshiya Shikshan Sanstha,"Baygaon, Deulgaon Raja Buldhana Maharashtra 443201",,97668 62354,bhagvatpatil1991@gmail.com,,Bhagawat S Wayal Patil,
maharashtra,Nishant Ramteke,"Shiwaji Ward, Supar Market Near,Rajura Chandrapur Maharashtra 442905",,99224 56404,drnishant_ramteke@rediffmail.com,,,
maharashtra,Surabhi Sewa Bahuuddeshiy Sanstha,"Shegaon, Jalamb Buldhana Maharashtra 444203",,"94030 72632, 88050 10323",surabhisevapariwar@gmail.com,,Uddhav Diwakar,
maharashtra,Dnyandeep Sarvajanik Wachanalaya,"Jafrabad Road Chikhli, Buldhana Maharashtra 443201",07264-242693,98503 44655,dnyandeeplib@gmail.com,,Sharad Gopalrao,
maharashtra,Ajmeri Bahuuddeshiya Sanstha,"Anchleshwar Ward, Near Ramteke Wadi Chandrapur Maharashtra 442401",,98609 90234,ajmeri.chd@gmail.com,,,
maharashtra,Raviratn Sevabhavi Bahuuddyeshiy Sanstha,"135, Ramkukrushan Nagar, Nakane Raod, Deopur, Kamkheda Dhule Maharashtra 424002",,90496 96192,raviratnsevabhavi@gmail.com,,,
maharashtra,Gauri Bahuddeshiya Mahila Mandal,"Mul Road, Indira Nagar, Ayodhya Chouk Chandrapur Maharashtra 442401",,98506 18253,skilclass.org@gmail.com,,Sumit Suresh,
maharashtra,Saptashrungi Bahuuddeshiya Mahila Sanstha,"51, Saptashrungi Nagar, Behind Akashwani Kendra, Walwadi Shivar, Vidhyanagari, Deopur Dhule Maharashtra 424005",02562-275067,88570 41049,,,,
maharashtra,Gurudev Gram Vikas Multipupose Society,"Viivek Colony, Vidya Nagar, Bramhapuri Chandrapur Maharashtra 441206",,75880 74143,Suyog24@Yahoo.Co.In,,Suyogkumar,
maharashtra,Snehbharati Bahu-Uddeshiya Pratishthan,"Ward-17, Tadala Road Chandrapur Maharashtra 441224",07174-220124,73502 22100,sbpratisthan@gmail.com,,Sandhya S. Bhosale,
maharashtra,Gramnirman Bahuuddeshiya Sanstha,"Khambada, Chimur Chandrapur Maharashtra 442904",,96371 95348,amolgajabhe55@gmail.com,,Amol Gajabhe,Social Work
maharashtra,Shri Shivaji Raje Bhosle Gramin Vikas V Bahuuddeshuy Shikshan Sanstha,"Aisha Complex, Bnuldhana Road, Dhad Buldhana Maharashtra 443106",,96575 72219,Sbdada111@Gmail.Com,,Sharad Prakash,
maharashtra,Nav Vis Sutri Bharat,"C/O Lingala, Gokul Nagar, Near Kalamadir, Bilt, Ballarpur Chandrapur Maharashtra 442701",07172-242296,91302 18932,new20pointsprogram@gmail.com,,,
maharashtra,Mahatama Gandhi Memorial Multipurpose Society,"Shekhipura, Chandur, Biswa Buldhana Maharashtra 443401",,77096 28287,mgmngo@gmail.com,,Asghar Khan Afsar Khan,
maharashtra,Sanjeevan Society,"Behind Dilasagram Convent, Gourakshan Ward, Ballarpur Chandrapur Maharashtra 442701",07171-320642,93719 61891,sanjeevansociety@gmail.com,,,
maharashtra,Shri Vighnaharta Bahu Uddeshiya Sanstha,"Gopal Nagar, Bhatiya Layout, Khamgaon Buldhana Maharashtra 444303",,95527 15737,maheshkhandare89@gmail.com,,Purpose :,
maharashtra,Shrutishree Bahuudheshiy Shikshan Sansta Lalpeth,"Mul, Ward-15 Chandrapur Maharashtra 441224",07174-220131,95790 03104,sonwanesantosh28@gmail.com,,Sunil Seggamwar Purpose,
maharashtra,Aditya Bahuudeshiya Janvikas Sanstha,Kaij Beed Maharashtra 431123,,98605 76024,adityakaij.org@rediffmail.com,,Sanjay B. Kulkarni,Adolescent Girls
maharashtra,Help Youth Foundation,"Tumsar Road, Dewhadi Bhandara Maharashtra 441913",07183-223254,"97660 85562, 96046 53493",hyftmrd@gmail.com,,,
maharashtra,Bajirao Patil Aghav Bahu-Uddeshiya Pratishthan,"Jamb, Khalapuri, Shirur Beed Maharashtra 414205",02444-246566,88883 91177,pda0077@gmail.com,,Kavita Pradeep Aghav Purpose,
maharashtra,Nagveli Shikashn V Bahuudeshiy Santha Jamod,"Nagveli Pratisthan Jamod, Jalgaon Bhuldana Maharashtra 443402",07262-66121,98605 62929,sachin261191@gmail.com,,Sachin,
maharashtra,Gulshan E Khizra Seva Bhavi Sanstha Parli,"Khizra Bhavan, Azad Nagar, Parli Vaijnath Beed Maharashtra 431515",02446-222908,9561342793,gulshanekhizra2010@gmail.com,,,
maharashtra,"Veer Tanaji Bhau Udheshiya Krid, Vyam, Sanskrutik Va Shikshan Mandal","Ganesh Nagar, Malkapur Raod Buldahana Maharashtra 443001",,77097 24516,tanaji.nic.in@gmail.com,,Nilesh Adhe,
maharashtra,Navchetna Sarvangin Vikas Kendra,"Samta Colony, Beed Road, Kaij Beed Maharashtra 431123",,"94041 00199, 95526 19376",nsvkkaij.org@rediffmail.com,,Manisha,
maharashtra,Jijau Mahila Bahu Uddeshiya Sikshan Santha Ambetakli,"Ambetakli, Khamgaon Buldana Maharashtra 444303",07263-268294,94224 22691,jijauambetakli@gmail.com,www.jmbssa.org,,
maharashtra,"Matoshhri Bahudeshiya Sevabhavi Sanstha,Katchincholi, Katchincholi","Katchincholi,Daithan, Gevrai Beed Maharashtra 431127",,95616 26907,matoshrisevabhavisanstha@gmail.com,,95616 26907,
maharashtra,Matrubhumi Gramin Vikas Va Bahuuddeshiya Shikshan Sanstha,"Shivshankar Nagar, Chikhli Road, Sunderkhed Buldana Maharashtra 443001",,"82759 43429, 73851 70471",manojdange8275@gmail.com,,,
maharashtra,Kedarnath Sevabhavi Sanstha(Nath Foundation),"Sarukwadi, Chincholi, Kaij Beed Maharashtra 431123",,99232 32145,vdeikalamb@gmail.com,,Ganesh Wanve,Corporate
maharashtra,Chetana Empowerment Foundation,"72, Mukund Housing Society, Mahajan Colony, N-2, Cidco Aurangabad Maharashtra 431005",0240-2471141,77220 35441,vivekrandadandco@gmail.com,,,
maharashtra,"Art Work’S Associations, Aurangabad","Vasat Nagar, Near Hedgewar Hospital, Aurangabad Aurangabad Maharashtra 431005",,77749 46484,mangeshchhatre@gmail.com,,,
maharashtra,Disha International Foundation Trust,"443 Avishkar Colony, N-6 Cidco Aurangabad Maharashtra 431001",,85540 07777,contact@disha-ngo.in,www.disha-ngo.in,Kerron,
maharashtra,Navdisha Education Foundation,Khultabad Aurangabad Maharashtra 431101,,"91584 77420, 80876 06287",navdisha.avinash@gmail.com,,Avinash Sapkal,
maharashtra,Bazm E Khawateen Foundation,"Naraynan Nagar, Juna Bazar, Near Head Post Office Aurangabad Maharashtra 431001",0240-2339557,80072 09700,bkf786@gmail.com,,,
maharashtra,Swami Vivekanand Vyaktimatva Vikas Sanstha,"Sanjay Nagar, Line-16, Mukundawadi Aurangabad Maharashtra 431005",,84463 16909,raj222veer@gmail.com,,Rahul Shriram,
maharashtra,Holy Spirit Society,"89-B 2, Vaishnavi Vihar, Nandanvan Colony, Cantonment Area Aurangabad Maharashtra 431002",0240-2370262,"93258 60943, 93266 24441",,,,
maharashtra,Cmi Service Society,"Cmi Provincial House, Bamni Ballarpur, Chandrapur Maharashtra 442701",0717-2240010,94030 61025,premchoo@gmail.com,,Fr.,
maharashtra,Marathwada Gramin Vikas Sanstha (MGVS),"122, Nagpur – Mumbai Haiway, Karanjgaon, Vaijapur Aurangabad Maharashtra 423703",0240-2341411,"94231 47204, 77985 30094",,,,
maharashtra,Teamwork Bharatiya Vikas Sevabhavi Sunstha,"Swatantrya Sainik Colony, Chanai Roadb Tel, Amajogai Beed Maharashtra 431517",,91758 10003,teamwork.ambajogai@ymail.com,,,
maharashtra,Nilkanth Seva Sanstha,Behind Akashwani Kendra Akola Maharashtra 444001,0724-2453472,70586 56566,nss17430@gmail.com,www.myakola.in,Nilkanth,
maharashtra,Tukadoji Maharaj Bahu Uddeshi Sanstha,"Loni, Nandgaon Amravati Maharashtra 444701",0722-1224080,94210 53293,rtmsanstha@gmail.com,,Sachin Sudhakarrao Gaigole,
maharashtra,Ecosystem Development and Research Organization for People( ECODROP),Mothi Umari Akola Maharashtra 444104,,94234 73629,wsukeshni@rediffmail.com,,Sukeshni Wane,"Agriculture, Climate"
maharashtra,Voluntary Action for Rehabilitation & Development,"1, Yashodha Nagar, Rukmini Nagar Amravati Maharashtra 444606",,"87935 01505, 72125 41851",varhad_amt@rediffmail.com,,,
maharashtra,Mission Multipurpose and Social Service Society,"Naygon, Arala, Daryapur, Amravati Amravati Maharashtra 444803",07038169902,,nileshrajhiwarale91@gmail.com,,,
maharashtra,Jai Gajanan Baba Sarwajanic Vachnylai,"Nitynand Nager, Infront of Durga Apprtment, Ghandhi Nager Akola Maharashtra 444004",,"90969 24944, 80873 57734",jaigajanan2017@gmail.com,,,
maharashtra,Rashtrasant Tukdoji Maharaj Educational Healthand Research Foundation,"Tiosa, Gurukunj Mozari Amravati Maharashtra 444902",,08087949566,rajesh772@gmail.com,,Prakash Bobade,Social
maharashtra,"Pragti Loksanchlit Sadhan Kendra, Murtijpur","C/O Bhirao Gulhane, Tidke Nagar, Murtijapur Akola Maharashtra 401777",,93732 52341,caimmurtijpur@gmail.com,,Manegar,
maharashtra,Snehsudha Bahudeshiy Sanstha,"Newbypas, (Mahadew Khori Road), Profesar Colony Amravati Maharashtra 444606",,83082 06767,snehsudha@yahoo.com,,Dr.,
maharashtra,Minakshi Art Society and Bahuuddeshiya Sanstha,"Vilas Colony, Vmv Road Amravati Amravati Maharashtra 444604",0721-2530496,94033 06843,minakshibsanstha@gmail.com,,,
maharashtra,Shod Bahuudeshiya Tatha Swayamsevi Sanstha,"Chaprasi Pura, Camp, Amravati Amravati Maharashtra 444602",,83086 74648,shod.bhau.swaymsevisanstha@gmail.com,,Prafulla,
maharashtra,"Mahesh Foundation, Akole","Bazar Peth, Opp. Jagdamba Mandir, Akole Ahmednagar Maharashtra 422601",0242-4221274,97655 66976,maheshfoundationakole@gmail.com,,,
maharashtra,Snehankur Foundation,"Doodhganga Colony, Chhatri Talao Road Amravati Maharashtra 444606",,94048 69838,snehankurfoundation@gmail.com,,Manish R,
maharashtra,Baba Sevabhavi Sanstha,"Pimparne, Sangamner Ahmednagr Maharashtra 422605",,89757 16966,jagdishvbagul@gmail.com,,Jagdish V Bagul,
maharashtra,Adarsh Pratishthan,"144, Autewadi, Karjat Ahemadnagar Maharashtra 414403",,"98606 15925, 98227 13729",adarshpratishthan1@gmail.com,,Rahul,
maharashtra,Samarpan Foundation,"Santosh Maruti Meherkham, Near Majeed, Kolgaonthadi, Kopargaon Ahemednagar Maharashtra 423602",07038-042833,97303 11808,,,,
maharashtra,"Samarpan Samajik, Shaikshanik Va Bahu-Uddeshiya Sevabhavi Foundation","Near Majeed, Kolgaonthadi, Kopargaon Ahemednagar Maharashtra 423602",,"97303 11808, 70380 42833",samarpanfoundationkolgaonthadi@gmail.com,,,
maharashtra,School Game Development Foundation,"Shri Shubh Magal Karyalaya, Bazartal, Shrirampur Ahmedanagar Maharashtra 413709",,99700 12112,sgdf.india99@gmail.com,,,
maharashtra,Drushti Bahuuddeshiy Sevabhavi Sanstha Padhegaon,"Vikram Daulatrao Bankar, Near Indian Overseas Bank, Padhegaon, Shrirampur Ahmednagar Maharashtra 413721",,96659 40375,dbss19138@gmail.com,,,
maharashtra,Maharashtra Tantrik Shikshan Mandal,"23, Sonanagar, Bhistbaug Road, Near Kushthadham, Savedi Ahmednagar Maharashtra 414003",0241-2423629,98221 47888,darade@gmail.com,,,
maharashtra,Priyadarshani Gramin and Adivasi Sevabhavi Sanstha,"Golden City, Akole Bypass Road, Gunjalwadi, Sangamner Ahmednagar Maharashtra 422605",02425-222507,99701 68840,priyadarshani64@gmail.com,,,
maharashtra,Hindi Urdu Koumi Ekta Manch,,,91-98502 77582,vcshaikh@gmail.com,,"Vikarahmed Shaikh,",
maharashtra,NGO Puj Sadhuvaswani Sindhi Panchayat,"Ground Floor Sarva Seva Samiti Building Near Building 21, Sadhu Vaswani Nagar Thane 400603 Maharashtra",25320398,91 98201 29191,rkhetwani@gmail.Com,,,
maharashtra,Jai Hind Sindhu Education Trust,,,,principal.mucc@gmail.com,,,
maharashtra,Society for Urban Slum Poor People,,,,,,"? Devanand Dethe, Prashant Unawane",
maharashtra,"SNEHA – Society for Nutrition, Education & Health Action",,,,bhavana@snehamumbai.org,,,
maharashtra,SHRI,,,91-99690 15524,venkycommunity.2008@rediffmail.com,,,
maharashtra,Sparsh Foundation,,,,swapnilghiya@yahoo.co.in,,? Swapnil Ghiya,
maharashtra,Socio Economic Development Corporation,,,,sedt@pn2.vsnl.net.in,,? Suryakant Kulkarni Purpose,
maharashtra,Society for Service to Voluntary Agencies,,,,sosva.pune@gems.vsnl.net.in,,,
maharashtra,Society for People Awareness & Development Activity,,,91-94222 18196,bharati_care@yahoo.co.in,,?,
maharashtra,Smruti Gramin Adivasi Vikas Bahuuddeshiya Sevabhavi Sanstha,,,,smrutigram@yahoo.co.in,,?,
maharashtra,Smriti Foundation,,,91-97675 07764,smruti_foundation@rediffmail.com,,Digambar Zarekar,
